Transaction Type,Transaction Amount,Sender Balance Before,Sender Balance After,Recipient Balance Before,Recipient Balance After,Fraud/Not
Swipe,4289,80813,76524,14435,18724,Yes
Swipe,2377,18151,15774,63349,65726,No
Online,2585,48601,46016,28813,31399,Yes
Swipe,8839,57906,49066,76693,85532,Yes
Chip,9183,63777,54595,73353,82536,Yes
Swipe,7610,69025,61415,87762,95372,Yes
Online,832,38588,37756,34386,35219,Yes
Online,9707,11191,1484,51502,61208,Yes
Chip,8294,81065,72771,97001,105295,No
Online,1775,90173,88398,89670,91445,No
Swipe,4466,20353,15888,27278,31743,Yes
Chip,1234,39106,37872,5774,7008,Yes
Chip,3255,20148,16893,47463,50718,Yes
Chip,6996,26718,19722,95423,102420,Yes
Online,6144,97806,91661,45053,51197,No
Chip,9003,27214,18212,41949,50952,No
Online,2085,74945,72860,53072,55157,No
Chip,9327,73132,63805,27445,36772,Yes
Chip,8105,39317,31212,20475,28580,Yes
Chip,5763,69050,63287,71396,77159,Yes
Online,5568,65593,60025,51935,57503,Yes
Swipe,7534,10423,2889,8808,16342,No
Online,503,55709,55206,31797,32300,No
Chip,6514,72541,66027,72964,79477,Yes
Chip,2952,8387,5435,19484,22436,Yes
Swipe,6,31873,31867,69204,69210,Yes
Online,9669,46199,36530,48049,57718,Yes
Online,4102,95327,91225,62370,66472,Yes
Online,6694,54918,48223,39044,45738,Yes
Swipe,1416,71886,70469,45106,46522,No
Swipe,5843,74360,68517,33212,39055,No
Chip,4000,83897,79897,30058,34058,No
Online,1536,49139,47603,48364,49900,No
Chip,2565,89722,87157,60332,62896,No
Chip,4008,15365,11358,81887,85895,Yes
Swipe,8944,60971,52027,78430,87374,No
Online,5276,23519,18243,50159,55435,Yes
Online,3643,64623,60981,32734,36377,Yes
Swipe,5337,24968,19631,99944,105282,No
Swipe,5869,87551,81682,10344,16214,No
Chip,3342,93893,90552,88529,91871,No
Online,8500,56452,47952,88769,97270,No
Online,2993,97023,94030,87255,90248,No
Swipe,5319,85713,80394,89367,94686,Yes
Online,7041,62473,55432,96832,103873,No
Chip,9331,32976,23645,62640,71971,No
Online,2871,56706,53835,51331,54202,Yes
Chip,7939,83887,75948,97503,105441,Yes
Chip,5359,35261,29903,89961,95320,Yes
Online,3840,18120,14281,81830,85669,No
Online,435,8581,8146,67280,67716,No
Chip,8660,44887,36227,25469,34129,No
Online,5947,93023,87077,7159,13105,No
Online,794,76177,75383,75913,76707,No
Swipe,7373,13719,6346,90719,98093,Yes
Online,5076,21337,16261,14333,19410,No
Chip,7590,81065,73475,12744,20334,Yes
Chip,6947,82747,75800,17642,24589,Yes
Swipe,8881,66255,57374,46625,55505,No
Chip,6999,26084,19085,6661,13660,Yes
Online,9111,76516,67405,24220,33331,No
Online,4661,37390,32729,40529,45190,Yes
Online,2760,49223,46463,58677,61437,No
Online,2880,32173,29293,90856,93736,No
Online,4413,66730,62316,75637,80050,Yes
Swipe,8210,75361,67151,79711,87921,No
Chip,2640,41826,39186,26445,29085,No
Chip,3536,46379,42843,11343,14879,Yes
Chip,5779,67993,62214,54237,60016,Yes
Online,4014,76943,72928,6981,10996,Yes
Swipe,2254,82071,79817,34514,36768,Yes
Swipe,5021,80008,74987,9591,14612,No
Swipe,5476,21307,15831,125,5600,Yes
Swipe,9139,26975,17836,8463,17602,No
Online,6954,80123,73169,87172,94126,No
Chip,3341,45805,42464,713,4054,Yes
Swipe,5315,20740,15425,78060,83375,No
Online,8264,54476,46211,39349,47613,Yes
Swipe,1789,61261,59472,13906,15695,Yes
Chip,5397,24269,18872,77491,82888,Yes
Online,8178,98384,90206,25406,33584,No
Swipe,9137,42605,33468,3380,12517,No
Swipe,6945,51853,44908,22284,29229,Yes
Chip,7317,99765,92448,25270,32587,No
Online,9176,68567,59391,62777,71953,Yes
Online,928,23157,22229,94568,95497,No
Swipe,2569,10175,7606,13406,15975,No
Online,7940,68490,60550,85266,93206,Yes
Chip,9934,24637,14702,48984,58918,No
Online,6497,94807,88310,70409,76906,No
Swipe,8204,77933,69729,43853,52056,No
Online,4329,55061,50731,72262,76591,No
Swipe,6260,74975,68715,8490,14750,No
Online,3793,71567,67774,97015,100807,Yes
Swipe,6233,33827,27594,39890,46124,No
Chip,8842,76321,67479,30370,39212,No
Swipe,6283,6426,143,89402,95684,No
Chip,3934,40900,36966,24379,28313,Yes
Swipe,4033,30378,26344,32160,36193,Yes
Chip,2585,40097,37512,96326,98912,Yes
Swipe,5407,45272,39865,36656,42063,Yes
Online,9270,40023,30753,19520,28791,Yes
Swipe,5984,64344,58361,72423,78406,No
Chip,9685,45050,35365,4524,14209,Yes
Chip,5682,38405,32723,27667,33349,No
Swipe,2854,67519,64665,51624,54478,Yes
Online,395,49759,49364,68851,69246,No
Swipe,6472,41911,35439,48524,54997,No
Online,2379,70525,68147,46194,48573,Yes
Swipe,6890,94478,87588,82752,89642,Yes
Swipe,1908,94188,92280,85782,87690,No
Chip,5781,72312,66531,28055,33836,Yes
Swipe,2437,34752,32315,43655,46092,No
Chip,2329,99664,97335,14845,17174,No
Chip,1943,99637,97695,44492,46434,No
Online,1417,15595,14178,21261,22678,Yes
Online,8329,43302,34973,6467,14796,No
Online,4955,42049,37094,77733,82688,Yes
Online,8458,17578,9120,64171,72630,No
Swipe,4031,37709,33678,30240,34271,No
Chip,7853,97601,89749,73119,80972,Yes
Chip,9063,57848,48785,34328,43392,No
Chip,858,90004,89146,31653,32511,No
Chip,7426,30823,23397,87891,95317,Yes
Chip,5101,48472,43371,20810,25911,No
Swipe,3722,36440,32719,97744,101466,Yes
Swipe,1523,24724,23201,95675,97198,Yes
Swipe,207,30557,30350,94124,94331,No
Chip,184,2425,2242,40497,40680,No
Chip,2247,74746,72499,76689,78936,No
Online,626,75125,74499,25299,25926,No
Swipe,3548,77979,74431,57782,61329,Yes
Swipe,5469,69378,63909,481,5950,No
Chip,6143,25012,18869,19674,25817,No
Chip,7561,11744,4183,35009,42570,Yes
Online,4972,32226,27254,23651,28623,Yes
Swipe,1657,88596,86940,70712,72368,No
Online,796,53290,52494,94088,94884,No
Chip,5668,51178,45510,17693,23361,Yes
Swipe,5108,12532,7424,42222,47330,Yes
Swipe,808,5069,4261,5673,6481,No
Online,460,37055,36595,94060,94520,No
Chip,1280,14185,12906,58311,59590,No
Swipe,3492,75407,71915,69531,73023,Yes
Swipe,1868,71940,70072,70377,72245,Yes
Swipe,6305,10091,3786,94077,100382,No
Chip,3770,40918,37148,57897,61667,Yes
Swipe,1761,13315,11554,62403,64164,Yes
Online,7825,13560,5735,32085,39911,No
Online,2461,59106,56645,34537,36997,No
Swipe,810,18759,17949,81280,82090,No
Chip,9331,65326,55996,70023,79354,Yes
Chip,7685,93077,85392,95742,103427,Yes
Online,8518,42141,33623,68320,76838,No
Swipe,536,92812,92275,71532,72068,Yes
Online,9479,16995,7515,16639,26119,No
Chip,2968,90789,87821,56854,59822,Yes
Chip,7893,82522,74629,20511,28403,No
Swipe,8757,69235,60478,33168,41925,Yes
Swipe,5111,7201,2090,98821,103932,Yes
Swipe,1149,35961,34812,21933,23082,Yes
Swipe,4,22879,22875,73459,73463,Yes
Chip,1492,35646,34154,60185,61677,No
Online,5960,7433,1474,74098,80058,Yes
Chip,1625,41752,40127,99471,101096,Yes
Chip,4714,98425,93711,58119,62833,Yes
Chip,2926,65151,62225,70228,73154,No
Swipe,6930,37043,30113,76671,83602,No
Chip,3671,92843,89172,17088,20759,Yes
Swipe,3894,6676,2782,17052,20946,No
Swipe,5230,95906,90676,61622,66852,Yes
Chip,4833,66748,61915,73121,77954,No
Chip,8733,52562,43830,89748,98481,Yes
Chip,8145,75031,66887,42977,51122,No
Chip,5783,16898,11115,32322,38105,No
Online,4647,6387,1740,41197,45844,Yes
Swipe,4519,79784,75266,25825,30343,Yes
Chip,1809,94424,92615,84223,86032,No
Swipe,4626,17620,12994,54958,59584,Yes
Chip,3470,92721,89251,77891,81361,Yes
Online,4841,69909,65068,62237,67078,No
Chip,8658,17971,9313,48914,57572,No
Chip,7274,42118,34844,35302,42576,Yes
Chip,6386,64188,57802,73462,79848,No
Chip,9440,23900,14459,44939,54379,No
Swipe,6056,54245,48189,69589,75646,Yes
Chip,9304,74565,65261,52278,61582,No
Swipe,8724,10430,1707,14655,23378,Yes
Chip,846,96049,95202,3453,4299,Yes
Online,3890,62005,58114,54068,57958,No
Online,9960,70122,60161,74122,84082,Yes
Online,4072,99556,95483,38432,42504,Yes
Chip,9860,83803,73944,84144,94003,No
Swipe,367,21029,20662,10726,11092,Yes
Swipe,2577,54875,52298,69648,72225,No
Chip,6548,98880,92332,99308,105856,Yes
Online,9081,53689,44608,48037,57118,No
Swipe,8224,77092,68868,66018,74242,No
Online,140,32883,32743,5483,5623,No
Swipe,5281,53941,48661,74935,80215,Yes
Online,3122,67298,64176,96305,99427,Yes
Chip,4980,97690,92710,29604,34584,Yes
Chip,6664,87103,80439,31881,38544,No
Online,9174,95092,85918,45146,54320,Yes
Online,7263,77579,70316,7158,14421,No
Swipe,4718,83138,78420,78181,82900,Yes
Swipe,4154,63111,58957,71694,75848,Yes
Chip,9201,31330,22130,53033,62234,No
Online,3362,49748,46385,91675,95038,No
Online,3306,24849,21543,71103,74409,Yes
Chip,1667,4116,2449,49085,50752,Yes
Chip,3867,27347,23480,56296,60163,Yes
Swipe,4893,84161,79268,26465,31358,Yes
Chip,2636,7242,4606,98736,101372,Yes
Swipe,7200,29354,22155,34651,41851,Yes
Chip,1674,65121,63447,68795,70469,No
Chip,1700,6037,4337,55601,57301,Yes
Online,1635,23299,21663,79218,80854,No
Chip,9394,11457,2064,52959,62352,Yes
Chip,9579,30488,20909,17470,27050,No
Online,4934,14737,9803,55177,60111,No
Online,4297,25365,21068,80204,84501,No
Swipe,2373,60755,58382,30720,33092,Yes
Swipe,5237,60120,54883,70821,76058,Yes
Chip,5587,43467,37879,64391,69978,Yes
Online,5782,75878,70096,70746,76528,Yes
Chip,415,62757,62341,99993,100408,No
Chip,6665,24696,18030,91632,98297,No
Chip,5651,9985,4333,10693,16344,No
Swipe,985,67104,66119,53773,54758,Yes
Chip,2485,17467,14982,68983,71468,Yes
Chip,9362,85102,75740,96356,105718,No
Online,7053,50582,43529,88908,95962,Yes
Chip,6493,88764,82271,15756,22249,Yes
Chip,3001,19611,16610,32694,35695,No
Online,1240,76107,74867,35866,37105,No
Online,3024,89863,86838,3195,6219,Yes
Swipe,8166,94116,85950,12471,20637,Yes
Chip,2104,59695,57590,52896,55001,Yes
Swipe,7927,31063,23136,99491,107418,No
Online,1571,60814,59242,6265,7836,No
Swipe,8543,89474,80931,79039,87582,Yes
Online,6936,52054,45118,72266,79201,No
Swipe,4876,53613,48737,33114,37990,No
Online,2500,64956,62456,36300,38800,Yes
Online,7313,27368,20055,4646,11959,No
Chip,3837,70732,66895,61211,65048,No
Online,3952,75255,71303,48874,52826,Yes
Swipe,6515,98583,92068,24938,31453,No
Chip,8727,73730,65002,13014,21742,Yes
Chip,8909,11855,2947,25034,33943,Yes
Swipe,2314,14994,12680,59232,61547,No
Online,8943,61952,53008,61720,70664,No
Online,8000,90481,82481,14393,22393,Yes
Swipe,9932,60297,50365,64367,74299,Yes
Online,5072,41692,36619,37803,42875,Yes
Chip,2444,51506,49062,23424,25868,No
Online,6736,56829,50093,10526,17262,No
Online,1995,21097,19102,83235,85230,Yes
Online,1132,69744,68612,22836,23967,Yes
Chip,6904,85986,79082,18849,25752,No
Swipe,1149,44989,43840,27594,28743,No
Chip,177,14701,14524,16188,16366,Yes
Swipe,4783,22353,17570,44084,48868,Yes
Online,9915,19022,9107,29006,38921,Yes
Swipe,1153,88954,87801,89815,90968,No
Swipe,8853,75664,66811,5001,13854,Yes
Online,5225,77221,71996,78057,83282,Yes
Swipe,3149,79056,75907,95820,98969,Yes
Chip,5624,82982,77357,63761,69385,Yes
Online,350,36728,36378,30727,31077,Yes
Chip,4443,35189,30746,74035,78478,No
Online,3219,16149,12930,96468,99687,Yes
Online,6109,83923,77814,23827,29937,No
Swipe,2493,76530,74038,70770,73262,Yes
Online,8679,33523,24844,54589,63268,Yes
Swipe,8566,92224,83658,75160,83726,No
Online,2090,16849,14759,1115,3204,No
Chip,5537,39701,34164,92128,97665,Yes
Chip,4815,91516,86701,44803,49618,Yes
Swipe,2504,34785,32280,55365,57870,No
Swipe,2664,80315,77650,60836,63500,No
Online,9450,60398,50948,93714,103164,No
Swipe,9650,39564,29914,31709,41358,No
Online,2496,63808,61312,40877,43373,No
Online,4636,91041,86405,78869,83505,No
Chip,3254,48386,45132,31280,34534,No
Chip,5769,78575,72805,22746,28516,Yes
Chip,7294,32922,25628,80509,87803,No
Swipe,8696,93007,84311,969,9665,Yes
Chip,5412,61209,55797,9152,14564,Yes
Online,2925,96829,93903,16992,19917,No
Online,4473,87830,83357,18278,22751,No
Chip,6142,91272,85130,53546,59688,Yes
Chip,3553,89800,86247,27956,31509,Yes
Chip,3095,77907,74812,61643,64738,No
Swipe,8861,16167,7306,59768,68629,No
Swipe,7254,61958,54704,40679,47933,No
Swipe,7036,36172,29136,5278,12315,Yes
Chip,4588,62546,57958,26568,31156,No
Swipe,9070,63591,54522,32359,41429,No
Swipe,3666,76651,72984,26628,30294,Yes
Chip,7240,18259,11019,17419,24659,No
Chip,2582,17052,14470,57619,60202,No
Swipe,6553,76169,69616,67644,74197,Yes
Online,4190,92076,87886,4818,9008,Yes
Chip,299,28443,28144,59528,59827,Yes
Swipe,7928,17974,10046,50682,58610,No
Swipe,1924,20341,18417,25112,27036,No
Swipe,1713,30211,28498,86970,88682,No
Chip,6121,10634,4514,52399,58520,Yes
Swipe,9888,67749,57861,32761,42649,Yes
Online,3492,10094,6603,78174,81665,No
Chip,3720,27223,23503,40407,44127,Yes
Swipe,2530,69182,66652,39764,42294,No
Chip,5668,47201,41533,35566,41234,Yes
Chip,4206,63047,58841,95153,99360,Yes
Swipe,8940,52716,43776,76954,85895,No
Online,2523,30920,28397,53237,55760,Yes
Chip,1474,28904,27430,40348,41822,Yes
Swipe,1376,26306,24930,71704,73080,Yes
Chip,5366,95016,89650,54962,60327,No
Online,2114,16324,14210,61554,63669,No
Chip,2589,83615,81026,12292,14881,No
Chip,3903,80112,76209,35294,39197,No
Online,2776,21686,18910,631,3407,No
Online,798,32560,31762,51500,52298,No
Chip,2743,90595,87851,1414,4157,Yes
Swipe,8518,93501,84983,32448,40967,No
Chip,4940,58288,53348,4903,9844,Yes
Chip,4160,24550,20389,77103,81264,Yes
Chip,3492,5639,2147,48891,52383,No
Swipe,8413,57331,48918,87833,96245,No
Chip,7651,87274,79623,88385,96036,Yes
Chip,8320,18948,10627,79014,87335,Yes
Online,3501,74612,71112,86705,90206,No
Chip,7508,16069,8561,10496,18004,No
Chip,6335,18183,11848,42036,48371,Yes
Online,9796,72856,63060,61794,71590,Yes
Chip,4970,29504,24534,99290,104261,No
Chip,8748,23869,15120,66112,74861,Yes
Online,3653,16719,13066,69337,72990,Yes
Online,5951,10596,4644,22940,28891,Yes
Chip,8627,43244,34617,9260,17887,Yes
Online,1761,63729,61968,94212,95973,Yes
Chip,3186,19606,16420,16895,20081,Yes
Online,4133,9700,5567,42394,46527,Yes
Chip,4857,9451,4595,7689,12545,No
Swipe,1832,40790,38958,4058,5890,No
Swipe,1240,81191,79951,96954,98194,Yes
Swipe,2807,33120,30313,67441,70248,Yes
Chip,9180,52507,43326,38810,47990,Yes
Chip,3355,9574,6219,75183,78538,Yes
Chip,4913,73358,68445,84370,89283,Yes
Swipe,9879,74925,65046,24601,34480,No
Chip,3400,56530,53130,19434,22834,No
Online,6155,85703,79549,58351,64506,Yes
Online,5969,60316,54347,2117,8085,Yes
Swipe,7450,60654,53204,94512,101962,No
Swipe,4093,19661,15569,46847,50939,No
Chip,6913,48638,41725,27404,34317,Yes
Online,4295,22877,18581,38096,42391,Yes
Chip,1270,2640,1370,28748,30017,Yes
Chip,4421,25001,20581,64648,69068,Yes
Swipe,4385,69319,64934,97551,101936,No
Chip,9409,84407,74998,8447,17857,Yes
Online,2066,79711,77646,16042,18107,No
Chip,8242,61504,53262,58156,66398,No
Chip,5198,13272,8075,49747,54944,Yes
Chip,9739,46081,36342,97373,107112,No
Chip,9420,18773,9353,53512,62932,No
Swipe,8463,52872,44409,40925,49388,Yes
Chip,4636,53200,48563,34926,39563,No
Swipe,5936,71244,65308,31124,37059,No
Chip,8599,29499,20900,86305,94904,Yes
Chip,6412,9826,3414,24759,31171,No
Swipe,8306,43526,35220,92060,100366,No
Online,5779,91894,86115,25245,31024,Yes
Online,9286,39067,29781,4539,13824,No
Chip,9769,78465,68695,54103,63873,Yes
Swipe,856,38911,38056,32981,33837,Yes
Swipe,5814,71026,65212,81161,86976,Yes
Online,7954,38067,30113,99501,107455,Yes
Online,4220,54343,50123,81626,85846,Yes
Swipe,2624,76389,73765,98234,100858,Yes
Online,9225,37321,28097,78815,88040,No
Online,3390,58128,54738,72945,76335,No
Online,3076,30136,27060,48497,51574,No
Chip,9411,15317,5907,72024,81434,No
Chip,2210,55391,53181,92627,94837,Yes
Swipe,2883,53201,50318,49879,52762,Yes
Chip,5264,61647,56383,14018,19282,Yes
Online,3872,93477,89605,66873,70746,No
Online,965,53094,52129,97477,98443,Yes
Chip,2448,10460,8013,4655,7103,Yes
Chip,9616,15518,5902,90053,99669,No
Chip,6456,45755,39299,32345,38800,Yes
Swipe,5875,43447,37572,88757,94631,Yes
Chip,3321,43638,40317,60382,63703,No
Chip,2516,39692,37176,9810,12326,No
Online,8881,35487,26606,73968,82850,No
Swipe,7673,43475,35802,92219,99891,No
Chip,3635,83196,79560,30747,34382,Yes
Chip,2897,34403,31506,17071,19968,Yes
Swipe,2356,55291,52935,929,3285,No
Swipe,7170,20211,13042,50145,57315,No
Chip,892,11966,11074,27790,28682,Yes
Chip,1812,52143,50332,21197,23008,No
Online,7507,97190,89683,77064,84571,No
Online,6744,62084,55340,66477,73221,Yes
Swipe,9328,19173,9845,28182,37510,No
Online,9603,14800,5198,37863,47466,No
Online,3692,12089,8397,94130,97822,No
Chip,5238,66213,60975,58190,63428,No
Chip,3742,25105,21364,26541,30282,No
Chip,4041,51267,47226,70264,74305,Yes
Chip,73,46230,46157,2247,2320,Yes
Chip,5704,47259,41555,79053,84757,Yes
Chip,2112,78545,76432,81187,83299,No
Chip,2138,2734,597,22351,24489,No
Swipe,8668,42986,34319,53825,62492,No
Swipe,1793,98792,97000,85371,87164,No
Online,1864,40799,38935,65418,67282,Yes
Chip,6801,16102,9301,14694,21495,No
Online,4737,31624,26886,18976,23713,No
Chip,2193,83454,81261,74584,76777,No
Chip,6474,86707,80233,87580,94054,No
Swipe,2835,61015,58180,1003,3839,Yes
Chip,9646,24567,14920,27709,37355,No
Chip,59,38109,38050,63390,63449,No
Online,9518,80044,70527,61817,71334,Yes
Online,5852,62289,56437,78342,84194,Yes
Chip,8155,54127,45972,83182,91337,Yes
Online,1908,94568,92660,65530,67438,Yes
Chip,1969,76797,74828,73831,75800,No
Swipe,7592,60210,52617,66886,74479,No
Online,8378,30650,22272,68796,77174,No
Swipe,4060,8813,4753,24481,28542,No
Online,5400,39493,34093,98680,104080,Yes
Chip,879,82874,81995,73054,73933,No
Chip,1351,47404,46053,23856,25207,No
Online,3726,90466,86739,85812,89539,No
Chip,5953,52106,46153,85680,91632,Yes
Online,6006,72892,66886,83154,89160,No
Chip,3640,46140,42500,71923,75564,Yes
Swipe,9311,39414,30103,63777,73088,No
Chip,958,84601,83643,84407,85365,Yes
Chip,4814,99623,94809,20921,25735,Yes
Swipe,851,97825,96974,12893,13744,No
Swipe,9173,53467,44294,89486,98659,Yes
Chip,4242,70997,66755,54559,58801,No
Chip,1056,42790,41735,20905,21960,Yes
Chip,1011,64103,63093,69463,70473,No
Chip,1461,80631,79170,58820,60281,Yes
Swipe,5040,93773,88734,23847,28887,No
Chip,1218,53002,51784,29313,30531,Yes
Swipe,6876,28883,22007,687,7562,No
Swipe,9192,77018,67826,81267,90459,Yes
Swipe,8916,76847,67931,18513,27429,Yes
Swipe,5190,40514,35324,67620,72810,No
Swipe,373,75223,74851,64930,65303,Yes
Swipe,9420,13788,4368,34910,44329,No
Chip,4422,20973,16550,84182,88605,Yes
Online,4072,33260,29188,76258,80330,Yes
Chip,1059,6081,5022,80364,81423,No
Swipe,7065,68711,61646,99728,106793,Yes
Online,1181,11734,10553,33937,35118,No
Online,7558,35457,27899,35676,43234,Yes
Chip,3648,96573,92926,27001,30649,No
Online,9224,50354,41131,27039,36263,No
Online,1711,16497,14786,33174,34885,Yes
Swipe,3117,12694,9577,1084,4201,Yes
Swipe,5013,87652,82639,5598,10610,No
Swipe,6100,39523,33423,33221,39321,No
Online,9270,76107,66837,65358,74629,No
Chip,7249,63046,55798,70969,78218,No
Chip,3163,70528,67364,58838,62002,No
Swipe,3492,65078,61587,20739,24231,Yes
Swipe,1887,28974,27087,29082,30969,Yes
Chip,5122,35538,30416,85404,90526,Yes
Online,4113,94802,90689,38305,42418,Yes
Swipe,9882,23834,13951,31865,41748,No
Online,752,29955,29203,21201,21952,Yes
Swipe,8830,10606,1776,39852,48682,No
Swipe,6265,53189,46924,83632,89897,No
Swipe,8882,29374,20492,39877,48759,Yes
Chip,2325,5526,3201,49490,51815,No
Online,7235,7418,183,9060,16295,No
Chip,2996,46002,43006,72299,75295,No
Chip,9376,83683,74307,23881,33257,No
Online,9814,46817,37003,88237,98051,No
Chip,6740,86511,79771,96923,103664,No
Online,3202,47375,44173,14971,18173,Yes
Chip,7303,66032,58730,22120,29423,Yes
Swipe,760,42252,41492,83471,84232,Yes
Chip,1541,4579,3039,93945,95485,No
Swipe,4179,83301,79122,19412,23591,Yes
Online,4514,82942,78427,44047,48562,Yes
Chip,2659,24883,22224,18913,21572,Yes
Swipe,2664,6314,3650,2715,5379,No
Swipe,9754,22011,12257,95109,104863,No
Chip,4598,59958,55360,5701,10299,Yes
Chip,7961,72439,64478,14072,22034,Yes
Online,7972,32312,24340,96190,104162,No
Chip,7985,44463,36479,18812,26797,No
Swipe,3234,8117,4883,33145,36379,Yes
Chip,6743,33082,26339,13540,20282,No
Online,9832,75088,65256,87173,97006,Yes
Swipe,5001,26783,21782,11011,16012,No
Swipe,873,83968,83094,97173,98047,No
Online,7136,15141,8004,99543,106679,No
Online,4805,87231,82426,89600,94405,Yes
Swipe,5468,51864,46396,89298,94766,No
Swipe,7416,46937,39521,26052,33469,No
Online,8489,12446,3957,6833,15322,Yes
